# from SM21
#BJD          Flux (ppt)  sFlux(ppt)
8783.02366013 33.62984075 2.07877272
8784.03147805 1.74466293 1.96052580
8784.57914914 -13.65126900 4.42399484
8785.03356101 -3.46790725 2.55544450
8785.54750477 23.57692157 3.10828824
8786.53368199 25.72609872 4.08236439
8788.03377417 6.25044479 8.88025731
8790.03355523 -6.88637134 2.58806785
8792.03701310 43.64663033 3.67271783
8793.03426511 -16.99864265 2.51624059
8794.98922635 31.93967710 3.38375732
8795.98938196 29.88425395 4.44805582
8796.48246665 -4.28661600 6.07188025
8796.98077300 -3.04939345 1.30086857
8797.58907594 43.12089650 3.16362597
8797.98231525 30.24997079 3.35098153
8803.78134330 38.19151931 5.55661435
8804.80821649 -16.82698898 2.02262195
8804.96148160 -16.28222486 2.01799777
8805.45111643 -18.44377551 4.40936006
8805.58656097 -4.42859361 2.33709168
8805.83061164 12.52716103 2.17758284
8806.46845116 51.99719023 2.83843423
8806.63039125 41.07817714 2.18998174
8806.85307898 21.22422962 2.06019978
8807.53097006 -8.05130931 3.00937649
8807.67004078 -16.07174839 3.87587691
8807.95081243 -21.25781846 1.93704919
8808.71472465 13.12906682 3.15087136
8808.92307258 31.81594214 2.50488340
8810.42971206 -17.06172969 3.67792639
8810.58844774 -16.19876093 2.89262862
8810.75449973 -12.53879771 2.76531119
8811.50318726 5.95282029 2.46672120
8811.75437250 22.38273947 2.31358966
8812.75638268 12.64238445 3.82412166
8813.82596033 -31.47245694 5.14173382
8814.00313239 -19.11405312 3.01562676
8814.75406972 34.12478058 2.80532814
8815.00360270 50.47004167 11.50765611
8815.01169521 46.27552818 9.56102825
8815.82603666 -4.64605717 2.95147260
8816.00312070 -12.38256644 4.53652505
8817.03037883 -31.75382058 3.81088430
8817.50402422 17.37729195 2.59660480
8817.75593612 37.26523483 3.11527532
8818.43029037 20.05421014 3.19142187
8818.59696319 11.26303184 4.08846221
8818.76332103 -2.18772047 3.30163999
8818.93189732 -6.16853072 11.88371383
8819.43173156 -22.29460054 4.93760925
8819.59929176 -21.69322831 3.24101748
8819.76334398 -27.51098186 2.15113354
8820.44093580 23.80617424 3.36038234
8820.53037154 31.18840009 3.65244258
8820.73294787 40.87430665 3.93329807
8821.53422067 4.85851543 3.16939349
8821.95976123 -19.40672314 2.11342868
8822.76221889 -22.77643006 3.24602278
8823.03467159 -10.32841367 5.23457315
8823.76752680 45.03680658 2.86800867
8824.61701872 -4.16082303 2.18274058
8824.80909237 -9.12061310 1.69768429
8825.51392130 -26.53975135 2.66289320
8825.64207853 -37.53115066 3.69812542
8825.85108170 -27.19508930 2.68385446
8830.69568006 -3.43820578 2.53145974
8830.85162092 -10.06846863 3.70803438
8831.34561649 -41.50118810 4.27835853
8831.47617947 -45.61609961 3.32765736
8831.68484538 -34.40929477 3.58117429
8832.34303359 41.89030533 6.45863458
8832.51782594 44.50350128 3.48993563
8832.72653032 41.20252189 3.35776536
8832.99284514 25.24132192 17.93575076
8833.34999048 13.26108465 18.87318917
8833.56184018 6.23443801 2.90639953
8833.76824312 -5.11093982 2.10636537
8833.97618864 -18.88535941 2.43516498
8833.98553285 -22.00271815 6.70994104
8834.64798202 -31.10455505 1.96027173
8835.33467888 43.95037806 3.72399035
8835.43441037 46.97243294 3.34643357
8835.64342897 39.00014124 2.07493618
8835.91321564 29.32462639 2.23086255
8836.33174949 8.51009414 5.88302564
8836.47978584 0.00000000 6.80994531
8836.68501436 -9.37379973 1.78813531
8836.89268208 -21.83660334 1.96083070
8837.32913872 -49.10494272 6.42900933
8837.51927369 -37.31823506 3.13931090
8837.73563302 -10.12197701 8.21955836
8837.93423059 16.05442041 7.68284845
8838.35111907 47.27160731 4.26524822
8838.56059533 42.63558614 2.86091995
8838.76834551 29.03795256 4.25709238
8839.42018238 0.94328216 3.12498102
8839.63377277 -11.55430444 2.94446010
8839.83988528 -27.18726376 6.46895006
8840.31600646 -37.34221982 4.89561051
8840.46186993 -32.04036737 3.28456609
8840.68282571 -12.09894152 2.95114230
8841.31275844 43.40782440 3.37626208
8841.50352979 37.70674251 2.94893184
8841.71762081 25.18781353 2.90700932
8841.91959280 10.83951273 7.31817332
8842.33693575 -4.19644447 3.56892783
8842.54507989 -16.29388694 8.76282343
8842.80594748 -32.90691861 3.41831164
8843.80335821 12.95324630 9.73458750
8844.30500795 49.83299719 3.23954384
8844.42018709 40.87029225 2.72460823
8844.83732477 15.73768941 4.57501755
8845.30471153 -10.99739549 3.65150249
8845.46184597 -11.75377942 2.91473322
8845.71689108 -49.20697960 3.00930027
8845.87857140 -51.15335337 2.74816107
8846.30458356 -40.77267629 2.95424202
