# from SM21
#BJD          Flux (ppt)  sFlux(ppt)
8846.50351672 -21.24313287 2.73347548
8846.71049127 8.41374856 2.09023155
8846.73751104 14.41441135 2.43216688
8846.92016091 31.08496580 3.93482252
8847.33693761 24.85787058 2.73924300
8847.55983607 24.73266198 2.18629764
8847.75349084 10.58119378 2.05044326
8847.96197857 9.31935127 2.53537251
8848.37866587 -22.56506433 3.11095603
8848.58732922 -41.72693453 3.86200437
8848.79541531 -50.33718539 3.04591261
8849.30587339 -37.63090085 3.75968801
8849.42022180 -18.70885289 3.16553154
8849.62928411 2.35228542 5.95487831
8849.83702772 23.33760748 2.30657717
8850.31002342 40.60140373 9.77249562
8850.46859000 25.14004727 3.02050502
8850.67832075 20.42561828 23.61106937
8850.87847890 21.37466796 4.03068536
8851.34838947 -29.86870450 3.56623463
8851.57719544 -43.48358984 2.86851682
8852.33699807 -34.39217005 2.37182386
8852.75399267 30.34415672 2.21376325
8853.38028732 32.15627680 5.35711396
8858.32189365 -13.84012361 2.56387982
8858.44105506 5.43293020 2.94420603
8858.64904735 31.60749828 3.07637631
8859.31712432 20.12159107 4.94436767
8859.58572715 5.94735766 2.83038003
8859.71210926 0.45687927 3.68298250
8860.32152321 -45.97584567 2.77605860
8860.52443838 -65.03862627 2.29501672
8860.73227364 -61.01040545 2.10235097
8861.35756619 8.25113999 3.06862699
8861.56577756 36.34354912 2.52932550
8861.77318708 48.11059131 7.83676762
8862.39938260 7.81542525 2.88863963
8862.60722198 1.75876414 3.27981487
8863.33786204 -44.09060255 3.18344389
8863.45905129 -59.22470927 2.92413403
8863.74711998 -52.57323109 6.24533787
8864.35306912 33.16686366 3.21599101
8864.48269815 41.40692594 2.56451501
8864.69168058 59.44359565 5.10606157
8864.89901945 47.70358714 5.55516611
8865.34144776 8.46032068 2.36539574
8865.52661439 -1.21011266 2.71960294
8866.35789233 -55.08675307 2.86015772
8866.60406345 -54.37462916 2.14777974
8866.80178159 -45.78168087 3.23212483
8867.39938705 50.08100066 2.70265608
8867.60994948 51.33374726 2.10728004
8867.82290887 34.61690018 3.28873294
8868.35199972 2.79956062 6.59990077
8868.44121341 1.45969141 2.64106808
8868.65118398 -7.13518786 1.79189563
8868.71180423 -16.26593859 2.13665121
8868.75600418 -25.11087935 1.97010447
8868.88545443 -32.18204009 2.79503807
8869.35041329 -64.98199275 3.97341665
8869.48278252 -61.13276840 2.02145320
8869.80353174 -33.26282812 2.58730562
8870.75294716 54.69832185 2.02785592
8871.56583819 -7.49249479 2.23426717
8871.80287936 -37.45007504 2.33803176
8872.39961432 -62.46239836 2.42045398
8872.72064348 -9.75145814 3.86022584
8872.81579003 -8.28035872 2.75977234
8873.85765738 30.46761220 3.39369169
8874.33308697 -4.18864434 2.60232151
8874.58440937 -20.04821395 2.92126297
8874.69420501 -25.71730769 1.81433054
8875.37252739 -56.65280064 1.95552051
8875.76180811 5.13586467 2.20334613
8876.39514377 55.65547655 3.30430779
8876.77467382 31.42591024 2.39354735
8877.47444688 -18.22092554 3.05376355
8877.61648972 -30.72783672 1.32325265
8877.81565343 -30.91425221 4.05990408
8878.46572053 -30.98630813 2.34280839
8878.74298689 14.94189831 2.13101073
8878.85769241 27.54439284 30.00524489
8879.49502424 43.22110403 3.40784371
8879.69461267 28.23667342 4.66150498
8880.33436426 -19.34389017 2.79696905
8880.59015465 -27.77705013 2.69183244
8880.71225011 -31.08367001 2.80365124
8880.84265201 -48.43900981 5.07168510
8886.36951039 -23.40887577 2.63377610
8886.47802251 -25.01379696 2.77913292
8887.36300337 -13.62375258 2.75197221
8888.46511025 21.13273689 4.47521654
8888.62676333 12.15593074 5.05946405
8888.79443727 3.15374241 2.33317891
8890.33335350 3.94287673 2.83708763
8890.46133077 25.48536181 4.69671990
8891.36672652 25.64858016 2.35721449
8891.46116872 25.93223049 2.60653917
8892.36664822 -32.16120587 3.04924100
8892.67897928 -13.82973190 5.29524648
8893.68279876 55.47454910 2.26272367
8894.66112413 14.67527107 2.62419744
8896.36608541 41.34386430 2.55224315
8896.67884614 63.88438490 3.44633621
8898.36224701 -44.76710502 3.38141982
8899.35071382 50.07889183 2.77179013
8900.33670452 26.52369376 2.50610297
8901.33709221 -48.61066348 2.35716368
8903.79457751 -10.20927748 6.52266170
8904.64459993 -16.98144171 2.48897825
8905.65921909 50.33205305 3.31289555
8905.79443902 38.75887077 2.38480714
8906.33889709 7.92561796 3.17429715
8907.39973934 -45.00303989 2.96791131
8907.58120011 -20.60547860 4.84154316
8908.34462134 46.50135083 2.32083083
8912.37092271 -14.70370216 2.63382692
8914.60169292 18.10499071 2.97901442
8914.72528636 5.50610406 1.73920029
8915.37088586 -20.94273894 3.57850649
8916.39945172 -14.47040967 3.24858895
8917.38360766 27.50041230 4.07237921
8918.37262532 -24.33627818 3.42128433
8918.60034193 -37.15186617 1.93514362
8918.74275762 -42.38575331 2.77468659
8919.37099949 -4.24006930 5.12001033
8919.60036076 36.08782174 3.71080381
8919.72664477 54.55019560 3.83456417
8920.37183732 15.43577102 3.38060678
8923.58377598 4.84850484 2.27799363
8926.37353764 -2.80919010 2.39385224
8929.75052786 13.28369741 11.16236697
8930.60618727 -33.03301648 3.54402839
